id,name,lat,lng
B0HKFOYXCL,依威能源汽车充电站(龙台国际大厦店),32.040258,118.793036
B0K0J5DQAS,星星充电汽车充电站(扇骨营北路灯杆007号站),32.021463,118.802319
B0K1FLMCOV,小桔充电汽车充电站(S9超充站-总统府共享停车场),32.041827,118.798072
B0JUMH0STU,南京易充汽车充电站(易充网南京市秦淮区瑞鑫兰亭旁路边站点),32.029035,118.810468
B0K0J55XDW,星星充电汽车充电站(扇骨营北路灯杆009号站),32.021082,118.80227
B0J6HGEXEV,小桔充电汽车充电站(西安门),32.039848,118.806019
B0LB6Y5CWO,小桔充电汽车充电站(秦淮区机场宾馆超充站),32.020084,118.800482
B0KAMA2BEN,捷停车汽车充电站(南京新街口苏宁生活广场室内地下充电站),32.036835,118.786545
B0KDPY31T6,星星充电汽车充电站(星星充电-夫子庙水平方),32.023924,118.787286
B0K05UVSFT,理想汽车充电站(理想超充站南京秦淮区夫子庙水平方购物商场),32.023724,118.78743
B0K6JKSM6N,汽车充电站(南京新街口苏宁生活广场室内地下),32.036836,118.786544
B0JGYL0H26,小鹏汽车充电站(开放运营-小鹏超充南京新街口苏宁广场站),32.036865,118.786255
B0H0B5Z9C2,星星充电汽车充电站(中石化-星星充电-夫子庙水平方充电站),32.023926,118.787285
B0I05O19D9,壳牌充电汽车充电站(壳牌南京熊猫大厦地下快充站),32.04096,118.806114
B001911LEE,国家电网汽车充电站(江苏省南京市秦淮区夫子庙充电站),32.019954,118.792597
B0FFMGUKVT,南京易充汽车充电站(南京市秦淮区苏宁生活广场),32.037246,118.785996
B0JKKYA3M7,壳牌充电汽车充电站(壳牌南京熊猫大厦地下B1慢充站),32.041233,118.80602
B0K2FDHENM,小桔充电汽车充电站(马达出行-南京熊猫大厦),32.041768,118.805611
B0GKJCY78C,南京易充充电站(东宇大厦停车场),32.038868,118.786339
B0KKTBNEVU,捷易电汽车充电站(江苏文化大厦),32.037132,118.784515
B0J06HP2ZE,南京易充汽车充电站(易充网秦淮区大阳沟40号大院路边站点),32.027,118.812996
B0K0J53CVF,星星充电汽车充电站(象房村灯杆030号站),32.020862,118.810155
B0JUMH6Z1R,南京易充汽车充电站(易充网南京市玄武区新街口街道网巾市德基大厦旁路边站点),32.04451,118.790565
B0KUG6PPYO,南京能瑞汽车充电站(能瑞充电金宇饭店站),32.023346,118.81322
B0J1Z7HR7Q,云快充汽车充电站(电满满山水大酒店),32.04434,118.805768
B0L6YOPXZL,云快充汽车充电站(南京市公安局B区),32.035466,118.78146
B0G1SK7Y4S,速通充电站(斯亚·置地广场),32.043407,118.78811
B0HKX5SRO4,星星充电汽车充电站(不对外开放南京星星御道佳苑充电站),32.027606,118.815526
B0JA95A8RN,云快充汽车充电站(电满满御苑宾馆),32.034715,118.816717
B0HA9G5HFJ,小桔充电汽车充电站(南京市玄武区玄东科技园),32.046862,118.803214
B0K6VS0NA4,南京能瑞汽车充电站(迎宾小区),32.02887,118.81703
B0J17LFSNA,云快充汽车充电站(东鼎大厦),32.045688,118.806827
B0J3UL2U2E,南京易充汽车充电站(易充网玄武区外国语学校地下停车场充电站),32.047173,118.804115
B0FFHSG17Z,易充电动汽车充电站(新街口德基广场二期),32.044088,118.784847
B0JUV76DUN,华润能源汽车充电站,32.0223,118.78028
B0JUMH3RIJ,南京易充汽车充电站(秦淮区航空航天大学后标营路路边站点),32.031714,118.818864
B0FFLDQE5K,南京易充汽车充电站(秦淮区双塘街道洋珠巷弓箭坊投资大厦路边站点),32.022751,118.780161
B0K2XCCVVI,汽车充电站(柚子充光华东街17号站),32.023264,118.816945
B0H0ODZEHC,南京易充充电站(鸡鹅巷),32.048169,118.79182
B0I6THP50P,柚子充金陵饭店汽车充电站,32.042802,118.782077
B0FFHSGK3M,易充电动汽车充电站(新街口德基广场),32.045055,118.785127
B0JU5R6C2F,柚子充汽车充电站(柚子充南京市第一医院本院充电站),32.01722,118.78442
